id,regime
54_1995,democracy
54_1996,democracy
54_1997,democracy
54_1998,democracy
54_1999,democracy
54_2000,democracy
54_2001,democracy
54_2002,democracy
54_2003,democracy
54_2004,democracy
54_2005,democracy
54_2006,democracy
54_2007,democracy
54_2008,democracy
55_1974,democracy
55_1975,democracy
55_1976,democracy
55_1977,democracy
55_1978,democracy
55_1979,democracy
55_1980,dictatorship
55_1981,dictatorship
55_1982,dictatorship
55_1983,dictatorship
55_1984,dictatorship
55_1985,democracy
55_1986,democracy
55_1987,democracy
55_1988,democracy
55_1989,democracy
55_1990,democracy
55_1991,democracy
55_1992,democracy
55_1993,democracy
55_1994,democracy
55_1995,democracy
55_1996,democracy
55_1997,democracy
55_1998,democracy
55_1999,democracy
55_2000,democracy
55_2001,democracy
55_2002,democracy
55_2003,democracy
55_2004,democracy
55_2005,democracy
55_2006,democracy
55_2007,democracy
55_2008,democracy
56_1979,democracy
56_1980,democracy
56_1981,democracy
56_1982,democracy
56_1983,democracy
56_1984,democracy
56_1985,democracy
56_1986,democracy
56_1987,democracy
56_1988,democracy
56_1989,democracy
56_1990,democracy
56_1991,democracy
56_1992,democracy
56_1993,democracy
56_1994,democracy
56_1995,democracy
56_1996,democracy
56_1997,democracy
56_1998,democracy
56_1999,democracy
56_2000,democracy
56_2001,democracy
56_2002,democracy
56_2003,democracy
56_2004,democracy
56_2005,democracy
56_2006,democracy
56_2007,democracy
56_2008,democracy
57_1979,democracy
57_1980,democracy
57_1981,democracy
57_1982,democracy
57_1983,democracy
57_1984,democracy
57_1985,democracy
57_1986,democracy
57_1987,democracy
57_1988,democracy
57_1989,democracy
57_1990,democracy
57_1991,democracy
57_1992,democracy
57_1993,democracy
57_1994,democracy
57_1995,democracy
57_1996,democracy
57_1997,democracy
57_1998,democracy
57_1999,democracy
57_2000,democracy
57_2001,democracy
57_2002,democracy
57_2003,democracy
57_2004,democracy
57_2005,democracy
57_2006,democracy
57_2007,democracy
57_2008,democracy
58_1981,democracy
58_1982,democracy
58_1983,democracy
58_1984,democracy
58_1985,democracy
58_1986,democracy
58_1987,democracy
58_1988,democracy
58_1989,democracy
58_1990,democracy
58_1991,democracy
58_1992,democracy
58_1993,democracy
58_1994,democracy
58_1995,democracy
58_1996,democracy
58_1997,democracy
58_1998,democracy
58_1999,democracy
58_2000,democracy
58_2001,democracy
58_2002,democracy
58_2003,democracy
58_2004,democracy
58_2005,democracy
58_2006,democracy
58_2007,democracy
58_2008,democracy
60_1983,democracy
60_1984,democracy
60_1985,democracy
60_1986,democracy
60_1987,democracy
60_1988,democracy
60_1989,democracy
60_1990,democracy
60_1991,democracy
60_1992,democracy
60_1993,democracy
60_1994,democracy
60_1995,democracy
60_1996,democracy
60_1997,democracy
60_1998,democracy
60_1999,democracy
60_2000,democracy
60_2001,democracy
60_2002,democracy
60_2003,democracy
60_2004,democracy
60_2005,democracy
60_2006,democracy
60_2007,democracy
60_2008,democracy
70_1946,dictatorship
70_1947,dictatorship
70_1948,dictatorship
70_1949,dictatorship
70_1950,dictatorship
70_1951,dictatorship
70_1952,dictatorship
70_1953,dictatorship
70_1954,dictatorship
70_1955,dictatorship
70_1956,dictatorship
70_1957,dictatorship
70_1958,dictatorship
70_1959,dictatorship
70_1960,dictatorship
70_1961,dictatorship
70_1962,dictatorship
70_1963,dictatorship
70_1964,dictatorship
70_1965,dictatorship
70_1966,dictatorship
70_1967,dictatorship
70_1968,dictatorship
70_1969,dictatorship
70_1970,dictatorship
70_1971,dictatorship
70_1972,dictatorship
70_1973,dictatorship
70_1974,dictatorship
70_1975,dictatorship
70_1976,dictatorship
70_1977,dictatorship
70_1978,dictatorship
70_1979,dictatorship
70_1980,dictatorship
70_1981,dictatorship
70_1982,dictatorship
70_1983,dictatorship
70_1984,dictatorship
70_1985,dictatorship
70_1986,dictatorship
70_1987,dictatorship
70_1988,dictatorship
70_1989,dictatorship
70_1990,dictatorship
70_1991,dictatorship
70_1992,dictatorship
70_1993,dictatorship
70_1994,dictatorship
70_1995,dictatorship
70_1996,dictatorship
70_1997,dictatorship
70_1998,dictatorship
70_1999,dictatorship
70_2000,dictatorship
70_2001,democracy
70_2002,democracy
70_2003,democracy
70_2004,democracy
70_2005,democracy
70_2006,democracy
70_2007,democracy
70_2008,democracy
80_1981,democracy
80_1982,democracy
80_1983,democracy
80_1984,democracy
80_1985,democracy
80_1986,democracy
80_1987,democracy
80_1988,democracy
80_1989,democracy
80_1990,democracy
80_1991,democracy
80_1992,democracy
80_1993,democracy
80_1994,democracy
80_1995,democracy
80_1996,democracy
80_1997,democracy
80_1998,democracy
80_1999,democracy
80_2000,democracy
80_2001,democracy
80_2002,democracy
80_2003,democracy
80_2004,democracy
80_2005,democracy
80_2006,democracy
80_2007,democracy
80_2008,democracy
90_1946,democracy
90_1947,democracy
90_1948,democracy
90_1949,democracy
90_1950,democracy
90_1951,democracy
90_1952,democracy
90_1953,democracy
90_1954,democracy
90_1955,dictatorship
90_1956,dictatorship
90_1957,dictatorship
90_1958,dictatorship
90_1959,dictatorship
90_1960,dictatorship
90_1961,dictatorship
90_1962,dictatorship
90_1963,dictatorship
90_1964,dictatorship
90_1965,dictatorship
90_1966,dictatorship
90_1967,dictatorship
90_1968,dictatorship
90_1969,dictatorship
90_1970,dictatorship
90_1971,dictatorship
90_1972,dictatorship
90_1973,dictatorship
90_1974,dictatorship
90_1975,dictatorship
90_1976,dictatorship
90_1977,dictatorship
90_1978,dictatorship
90_1979,dictatorship
90_1980,dictatorship
90_1981,dictatorship
90_1982,dictatorship
90_1983,dictatorship
90_1984,dictatorship
90_1985,dictatorship
90_1986,dictatorship
90_1987,democracy
90_1988,democracy
90_1989,democracy
90_1990,democracy
90_1991,democracy
90_1992,democracy
90_1993,democracy
90_1994,democracy
90_1995,democracy
90_1996,democracy
90_1997,democracy
90_1998,democracy
90_1999,democracy
90_2000,democracy
90_2001,democracy
90_2002,democracy
90_2003,democracy
90_2004,democracy
90_2005,democracy
90_2006,democracy
90_2007,democracy
90_2008,democracy
91_1946,dictatorship
91_1947,dictatorship
91_1948,dictatorship
91_1949,dictatorship
91_1950,dictatorship
91_1951,dictatorship
91_1952,dictatorship
91_1953,dictatorship
91_1954,dictatorship
91_1955,dictatorship
91_1956,dictatorship
91_1957,dictatorship
91_1958,dictatorship
91_1959,democracy
91_1960,democracy
91_1961,democracy
91_1962,democracy
91_1963,democracy
91_1964,dictatorship
91_1965,dictatorship
91_1966,dictatorship
91_1967,dictatorship
91_1968,dictatorship
91_1969,dictatorship
91_1970,dictatorship
91_1971,dictatorship
91_1972,democracy
91_1973,dictatorship
91_1974,dictatorship
91_1975,dictatorship
91_1976,dictatorship
91_1977,dictatorship
91_1978,dictatorship
91_1979,dictatorship
91_1980,dictatorship
91_1981,dictatorship
91_1982,dictatorship
91_1983,democracy
91_1984,democracy
91_1985,democracy
91_1986,democracy
91_1987,democracy
91_1988,democracy
91_1989,democracy
91_1990,democracy
91_1991,democracy
91_1992,democracy
91_1993,democracy
91_1994,democracy
91_1995,democracy
91_1996,democracy
91_1997,democracy
91_1998,democracy
91_1999,democracy
91_2000,democracy
91_2001,democracy
91_2002,democracy
91_2003,democracy
91_2004,democracy
91_2005,democracy
91_2006,democracy
91_2007,democracy
91_2008,democracy
92_1946,dictatorship
92_1947,dictatorship
92_1948,dictatorship
92_1949,dictatorship
92_1950,dictatorship
92_1951,dictatorship
92_1952,dictatorship
92_1953,dictatorship
92_1954,dictatorship
92_1955,dictatorship
92_1956,dictatorship
92_1957,dictatorship
92_1958,dictatorship
92_1959,dictatorship
92_1960,dictatorship
92_1961,dictatorship
92_1962,dictatorship
92_1963,dictatorship
92_1964,dictatorship
92_1965,dictatorship
92_1966,dictatorship
92_1967,dictatorship
92_1968,dictatorship
92_1969,dictatorship
92_1970,dictatorship
92_1971,dictatorship
92_1972,dictatorship
92_1973,dictatorship
92_1974,dictatorship
92_1975,dictatorship
92_1976,dictatorship
92_1977,dictatorship
92_1978,dictatorship
92_1979,dictatorship
92_1980,dictatorship
92_1981,no authority
92_1982,no authority
92_1983,no authority
92_1984,no authority
92_1985,no authority
92_1986,no authority
92_1987,no authority
92_1988,no authority
92_1989,no authority
92_1990,democracy
92_1991,democracy
92_1992,democracy
92_1993,democracy
92_1994,democracy
92_1995,democracy
92_1996,democracy
92_1997,democracy
92_1998,democracy
92_1999,democracy
92_2000,democracy
92_2001,democracy
92_2002,democracy
92_2003,democracy
92_2004,democracy
92_2005,democracy
92_2006,democracy
92_2007,democracy
92_2008,democracy
93_1946,dictatorship
93_1947,dictatorship
93_1948,dictatorship
93_1949,dictatorship
93_1950,dictatorship
93_1951,dictatorship
93_1952,dictatorship
93_1953,dictatorship
93_1954,dictatorship
93_1955,dictatorship
93_1956,dictatorship
93_1957,dictatorship
93_1958,dictatorship
93_1959,dictatorship
93_1960,dictatorship
93_1961,dictatorship
93_1962,dictatorship
93_1963,dictatorship
93_1964,dictatorship
93_1965,dictatorship
93_1966,dictatorship
93_1967,dictatorship
93_1968,dictatorship
93_1969,dictatorship
93_1970,dictatorship
93_1971,dictatorship
93_1972,dictatorship
93_1973,dictatorship
93_1974,dictatorship
93_1975,dictatorship
93_1976,dictatorship
93_1977,dictatorship
93_1978,no authority
93_1979,no authority
93_1980,dictatorship
93_1981,dictatorship
93_1982,dictatorship
93_1983,no authority
93_1984,no authority
93_1985,no authority
93_1986,no authority
93_1987,no authority
93_1988,no authority
93_1989,dictatorship
93_1990,dictatorship
93_1991,democracy
93_1992,democracy
93_1993,democracy
93_1994,democracy
93_1995,democracy
93_1996,democracy
93_1997,democracy
93_1998,democracy
93_1999,democracy
93_2000,democracy
93_2001,democracy
93_2002,democracy
93_2003,democracy
93_2004,democracy
93_2005,democracy
93_2006,democracy
93_2007,democracy
93_2008,democracy
94_1946,dictatorship
94_1947,dictatorship
94_1948,dictatorship
94_1949,dictatorship
94_1950,democracy
94_1951,democracy
94_1952,democracy
94_1953,democracy
94_1954,democracy
94_1955,democracy
94_1956,democracy
94_1957,democracy
94_1958,democracy
94_1959,democracy
94_1960,democracy
94_1961,democracy
94_1962,democracy
94_1963,democracy
94_1964,democracy
94_1965,democracy
94_1966,democracy
94_1967,democracy
94_1968,democracy
94_1969,democracy
94_1970,democracy
94_1971,democracy
94_1972,democracy
94_1973,democracy
94_1974,democracy
94_1975,democracy
94_1976,democracy
94_1977,democracy
94_1978,democracy
94_1979,democracy
94_1980,democracy
94_1981,democracy
94_1982,democracy
94_1983,democracy
94_1984,democracy
94_1985,democracy
94_1986,democracy
94_1987,democracy
94_1988,democracy
94_1989,democracy
94_1990,democracy
94_1991,democracy
94_1992,democracy
94_1993,democracy
94_1994,democracy
94_1995,democracy
94_1996,democracy
94_1997,democracy
94_1998,democracy
94_1999,democracy
94_2000,democracy
94_2001,democracy
94_2002,democracy
94_2003,democracy
94_2004,democracy
94_2005,democracy
94_2006,democracy
94_2007,democracy
94_2008,democracy
95_1946,dictatorship
95_1947,dictatorship
95_1948,dictatorship
95_1949,dictatorship
95_1950,dictatorship
95_1951,dictatorship
95_1952,dictatorship
95_1953,democracy
95_1954,democracy
95_1955,democracy
95_1956,democracy
95_1957,democracy
95_1958,democracy
95_1959,democracy
95_1960,democracy
95_1961,democracy
95_1962,democracy
95_1963,democracy
95_1964,democracy
95_1965,democracy
95_1966,democracy
95_1967,democracy
95_1968,democracy
95_1969,dictatorship
95_1970,dictatorship
95_1971,dictatorship
95_1972,dictatorship
95_1973,dictatorship
95_1974,dictatorship
95_1975,dictatorship
95_1976,dictatorship
95_1977,dictatorship
95_1978,dictatorship
95_1979,dictatorship
95_1980,dictatorship
95_1981,dictatorship
95_1982,dictatorship
95_1983,dictatorship
95_1984,dictatorship
95_1985,dictatorship
95_1986,dictatorship
95_1987,dictatorship
95_1988,dictatorship
95_1989,dictatorship
95_1990,democracy
95_1991,democracy
95_1992,democracy
95_1993,democracy
95_1994,democracy
95_1995,democracy
95_1996,democracy
95_1997,democracy
95_1998,democracy
95_1999,democracy
95_2000,democracy
95_2001,democracy
95_2002,democracy
95_2003,democracy
95_2004,democracy
95_2005,democracy
95_2006,democracy
95_2007,democracy
95_2008,democracy
100_1946,democracy
100_1947,democracy
100_1948,democracy
100_1949,democracy
100_1950,democracy
100_1951,dictatorship
100_1952,dictatorship
100_1953,dictatorship
100_1954,dictatorship
100_1955,dictatorship
100_1956,dictatorship
100_1957,dictatorship
100_1958,dictatorship
100_1959,democracy
100_1960,democracy
100_1961,democracy
100_1962,democracy
100_1963,democracy
100_1964,democracy
100_1965,democracy
100_1966,democracy
100_1967,democracy
100_1968,democracy
100_1969,democracy
100_1970,democracy
100_1971,democracy
100_1972,democracy
100_1973,democracy
100_1974,democracy
100_1975,democracy
100_1976,democracy
100_1977,democracy
100_1978,democracy
100_1979,democracy
100_1980,democracy
100_1981,democracy
100_1982,democracy
100_1983,democracy
100_1984,democracy
100_1985,democracy
100_1986,democracy
100_1987,democracy
100_1988,democracy
100_1989,democracy
100_1990,democracy
100_1991,democracy
100_1992,democracy
100_1993,democracy
100_1994,democracy
100_1995,democracy
100_1996,democracy
100_1997,democracy
100_1998,democracy
100_1999,democracy
100_2000,democracy
100_2001,no authority
100_2002,no authority
100_2003,no authority
100_2004,no authority
100_2005,no authority
100_2006,democracy
100_2007,democracy
100_2008,democracy
101_1946,dictatorship
101_1947,dictatorship
101_1948,dictatorship
101_1949,dictatorship
101_1950,dictatorship
101_1951,dictatorship
101_1952,dictatorship
101_1953,dictatorship
101_1954,dictatorship
101_1955,dictatorship
101_1956,dictatorship
101_1957,dictatorship
101_1958,dictatorship
101_1959,dictatorship
101_1960,democracy
101_1961,democracy
101_1962,democracy
101_1963,democracy
101_1964,democracy
101_1965,democracy
101_1966,democracy
101_1967,democracy
101_1968,democracy
101_1969,democracy
101_1970,democracy
101_1971,democracy
101_1972,democracy
101_1973,democracy
101_1974,democracy
101_1975,democracy
101_1976,democracy
101_1977,democracy
101_1978,democracy
101_1979,democracy
101_1980,democracy
101_1981,democracy
101_1982,democracy
101_1983,democracy
101_1984,democracy
101_1985,democracy
101_1986,democracy
101_1987,democracy
101_1988,democracy
101_1989,democracy
101_1990,democracy
101_1991,democracy
101_1992,democracy
101_1993,democracy
101_1994,democracy
101_1995,democracy
101_1996,democracy
101_1997,democracy
101_1998,democracy
101_1999,democracy
101_2000,democracy
101_2001,democracy
101_2002,democracy
101_2003,democracy
101_2004,democracy
101_2005,democracy
101_2006,democracy
101_2007,democracy
101_2008,democracy
110_1966,dictatorship
110_1967,dictatorship
110_1968,dictatorship
110_1969,dictatorship
110_1970,dictatorship
110_1971,dictatorship
110_1972,dictatorship
110_1973,dictatorship
110_1974,dictatorship
110_1975,dictatorship
110_1976,dictatorship
110_1977,dictatorship
110_1978,dictatorship
110_1979,dictatorship
110_1980,dictatorship
110_1981,dictatorship
110_1982,dictatorship
110_1983,dictatorship
110_1984,dictatorship
110_1985,dictatorship
110_1986,dictatorship
110_1987,dictatorship
110_1988,dictatorship
110_1989,dictatorship
110_1990,dictatorship
110_1991,dictatorship
110_1992,dictatorship
110_1993,democracy
110_1994,democracy
110_1995,democracy
110_1996,democracy
110_1997,democracy
110_1998,democracy
110_1999,democracy
110_2000,democracy
110_2001,democracy
110_2002,democracy
110_2003,democracy
110_2004,democracy
110_2005,democracy
110_2006,democracy
110_2007,democracy
110_2008,democracy
115_1975,democracy
115_1976,democracy
115_1977,democracy
115_1978,democracy
115_1979,democracy
115_1980,democracy
115_1981,dictatorship
115_1982,dictatorship
115_1983,dictatorship
115_1984,dictatorship
115_1985,dictatorship
115_1986,dictatorship
115_1987,dictatorship
115_1988,dictatorship
115_1989,democracy
115_1990,democracy
115_1991,dictatorship
115_1992,democracy
115_1993,democracy
115_1994,democracy
115_1995,democracy
115_1996,democracy
115_1997,democracy
115_1998,democracy
115_1999,democracy
115_2000,democracy
115_2001,democracy
115_2002,democracy
115_2003,democracy
115_2004,democracy
115_2005,democracy
115_2006,democracy
115_2007,democracy
115_2008,democracy
130_1946,dictatorship
130_1947,dictatorship
130_1948,dictatorship
130_1949,democracy
130_1950,democracy
130_1951,democracy
130_1952,democracy
130_1953,democracy
130_1954,democracy
130_1955,democracy
130_1956,democracy
130_1957,democracy
130_1958,democracy
130_1959,democracy
130_1960,democracy
130_1961,democracy
130_1962,dictatorship
130_1963,dictatorship
130_1964,dictatorship
130_1965,dictatorship
130_1966,dictatorship
130_1967,dictatorship
130_1968,dictatorship
130_1969,dictatorship
130_1970,dictatorship
130_1971,dictatorship
130_1972,dictatorship
130_1973,dictatorship
130_1974,dictatorship
130_1975,dictatorship
130_1976,dictatorship
130_1977,dictatorship
130_1978,dictatorship
130_1979,dictatorship
130_1980,democracy
130_1981,democracy
130_1982,democracy
130_1983,democracy
130_1984,democracy
130_1985,democracy
130_1986,democracy
130_1987,democracy
130_1988,democracy
130_1989,democracy
130_1990,democracy
130_1991,democracy
130_1992,democracy
130_1993,democracy
130_1994,democracy
130_1995,democracy
130_1996,democracy
130_1997,democracy
130_1998,democracy
130_1999,democracy
130_2000,democracy
130_2001,dictatorship
130_2002,dictatorship
130_2003,democracy
130_2004,democracy
130_2005,democracy
130_2006,democracy
130_2007,democracy
130_2008,democracy
135_1946,democracy
135_1947,democracy
135_1948,democracy
135_1949,dictatorship
135_1950,dictatorship
135_1951,dictatorship
135_1952,dictatorship
135_1953,dictatorship
135_1954,dictatorship
135_1955,dictatorship
135_1956,dictatorship
135_1957,democracy
135_1958,democracy
135_1959,democracy
135_1960,democracy
135_1961,democracy
135_1962,democracy
135_1963,dictatorship
135_1964,democracy
135_1965,democracy
135_1966,democracy
135_1967,democracy
135_1968,democracy
135_1969,dictatorship
135_1970,dictatorship
135_1971,dictatorship
135_1972,dictatorship
135_1973,dictatorship
135_1974,dictatorship
135_1975,dictatorship
135_1976,dictatorship
135_1977,dictatorship
135_1978,dictatorship
135_1979,dictatorship
135_1980,dictatorship
135_1981,democracy
135_1982,democracy
135_1983,no authority
135_1984,no authority
135_1985,no authority
135_1986,democracy
135_1987,democracy
135_1988,no authority
135_1989,no authority
135_1990,no authority
135_1991,no authority
