region,city_capital,date,es_family,number_of_oik,all_votes,candidate_votes,candidate_percent,deputy,sex,DOB,exactly_age,age,party,education_wth_na,education_wtht_na,work_binary_status,personality_urls
Алтайский край,г. Барнаул,2008-10-12,Plural,32,2754,118,4.28467683369644,0,М,1986-03-27,22.5452054794521,22,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422083166
Алтайский край,г. Барнаул,2008-10-12,Plural,24,3389,61,1.79994098554146,0,М,1976-11-05,31.9344262295082,32,ЛДПР,школьное,школьное,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422082602
Алтайский край,г. Барнаул,2008-10-12,Plural,13,2780,273,9.82014388489209,0,М,1963-06-18,45.3178082191781,45,КПРФ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422083036
Алтайский край,г. Барнаул,2008-10-12,Plural,17,2200,152,6.90909090909091,0,М,1963-05-20,45.3972602739726,45,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422083155
Алтайский край,г. Барнаул,2008-10-12,Plural,13,2780,1036,37.2661870503597,1,М,1966-09-26,42.0438356164384,42,ЕДРО,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422082952
Алтайский край,г. Барнаул,2008-10-12,Plural,30,2572,237,9.21461897356143,0,М,1967-11-10,40.9207650273224,41,ЛДПР,школьное,школьное,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422082596
Алтайский край,г. Барнаул,2008-10-12,Plural,26,3261,51,1.5639374425023,0,Ж,1986-08-10,22.172602739726,22,ЛДПР,высшее,высшее,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422082600
Алтайский край,г. Барнаул,2008-10-12,Plural,27,2602,281,10.7993850883935,0,М,1980-03-29,28.5397260273973,28,ЛДПР,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422082599
Алтайский край,г. Барнаул,2008-10-12,Plural,29,2145,81,3.77622377622378,0,М,1951-03-10,57.5917808219178,57,ЛДПР,школьное,школьное,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422082597
Алтайский край,г. Барнаул,2008-10-12,Plural,31,2086,506,24.2569511025887,0,М,1965-05-07,43.4328767123288,43,ЕДРО,профессиональное,профессиональное,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422082973
Алтайский край,г. Барнаул,2008-10-12,Plural,30,2572,1427,55.4821150855365,1,М,1978-06-22,30.3068493150685,30,ЕДРО,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422422082972
Алтайский край,г. Барнаул,2008-10-12,Plural,18,3197,672,21.019705974351,0,М,1972-07-27,36.2109589041096,36,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422400692334
Алтайский край,г. Барнаул,2008-10-12,Plural,34,2895,219,7.56476683937824,0,М,1985-06-14,23.3287671232877,23,САМОВЫДВИЖЕНИЕ,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422400893224
Алтайский край,г. Барнаул,2008-10-12,Plural,32,2754,41,1.48874364560639,0,Ж,1984-10-10,24.0054794520548,24,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422082080&vrn=422422082076&region=22&global=&sub_region=0&prver=0&pronetvd=null&cuiknum=null&type=341&vibid=422400893134
Алтайский край,г. Барнаул,2012-10-14,Mixed,7,4547,109,2.39718495711458,0,М,1983-08-07,29.186301369863,29,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005162783
Алтайский край,г. Барнаул,2012-10-14,Mixed,19,3586,604,16.8432794199665,0,М,1976-07-12,36.2575342465753,36,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224008149415
Алтайский край,г. Барнаул,2012-10-14,Mixed,11,5403,1461,27.0405330372016,0,М,1982-03-22,30.5643835616438,30,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224006146596
Алтайский край,г. Барнаул,2012-10-14,Mixed,15,5068,747,14.7395422257301,0,М,1952-03-24,60.558904109589,60,КПРФ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224007132175
Алтайский край,г. Барнаул,2012-10-14,Mixed,6,4747,188,3.96039603960396,0,Ж,1986-09-26,26.0493150684932,26,small party,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163807
Алтайский край,г. Барнаул,2012-10-14,Mixed,19,3586,833,23.2292247629671,0,М,1967-01-07,45.7677595628415,45,КПРФ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224008150044
Алтайский край,г. Барнаул,2012-10-14,Mixed,7,4547,205,4.5084671211788,0,М,1990-06-18,22.3232876712329,22,ЛДПР,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163644
Алтайский край,г. Барнаул,2012-10-14,Mixed,10,5150,416,8.07766990291262,0,М,1983-09-21,29.0630136986301,29,САМОВЫДВИЖЕНИЕ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224006146799
Алтайский край,г. Барнаул,2012-10-14,Mixed,1,6297,59,0.936954105129427,0,М,1983-11-04,28.9426229508197,29,ПАТРИОТЫ РОССИИ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224004135522
Алтайский край,г. Барнаул,2012-10-14,Mixed,4,3920,40,1.02040816326531,0,М,1978-11-30,33.8715846994535,34,small party,школьное,школьное,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163919
Алтайский край,г. Барнаул,2012-10-14,Mixed,14,3839,394,10.2630893461839,0,М,1961-01-10,51.7595628415301,51,ЯБЛОКО,профессиональное,профессиональное,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224007132034
Алтайский край,г. Барнаул,2012-10-14,Mixed,5,4826,216,4.47575631993369,0,Ж,1950-09-03,62.1123287671233,62,small party,профессиональное,профессиональное,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163058
Алтайский край,г. Барнаул,2012-10-14,Mixed,18,5672,2128,37.5176304654443,1,М,1956-12-16,55.827868852459,56,ЕДРО,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224008149809
Алтайский край,г. Барнаул,2012-10-14,Mixed,10,5150,38,0.737864077669903,0,М,1971-04-01,41.5369863013699,41,small party,высшее,высшее,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224006147103
Алтайский край,г. Барнаул,2012-10-14,Mixed,4,3920,180,4.59183673469388,0,М,1990-03-12,22.5917808219178,22,ЛДПР,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163516
Алтайский край,г. Барнаул,2012-10-14,Mixed,1,6297,1186,18.8343655709068,0,М,1983-04-09,29.5150684931507,29,КПРФ,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224004135572
Алтайский край,г. Барнаул,2012-10-14,Mixed,9,4591,185,4.0296231757787,0,М,1967-12-16,44.827868852459,45,ЯБЛОКО,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163673
Алтайский край,г. Барнаул,2012-10-14,Mixed,17,4637,267,5.75803321112788,0,М,1988-03-30,24.5424657534247,24,ЛДПР,школьное,школьное,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224008149684
Алтайский край,г. Барнаул,2012-10-14,Mixed,8,4364,124,2.84142988084326,0,Ж,1983-11-05,28.9398907103825,29,ПАТРИОТЫ РОССИИ,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163907
Алтайский край,г. Барнаул,2012-10-14,Mixed,5,4826,49,1.01533360961459,0,М,1975-12-19,36.8196721311475,37,small party,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163860
Алтайский край,г. Барнаул,2012-10-14,Mixed,16,6148,94,1.52895250487964,0,М,1967-05-08,45.4356164383562,45,small party,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224007131510
Алтайский край,г. Барнаул,2012-10-14,Mixed,20,6020,115,1.91029900332226,0,М,1972-12-23,39.8087431693989,40,small party,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224008149962
Алтайский край,г. Барнаул,2012-10-14,Mixed,9,4591,46,1.00196035722065,0,М,1977-04-18,35.4904109589041,35,small party,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163819
Алтайский край,г. Барнаул,2012-10-14,Mixed,7,4547,106,2.33120738948757,0,М,1990-04-19,22.4876712328767,22,small party,школьное,школьное,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163094
Алтайский край,г. Барнаул,2012-10-14,Mixed,11,5403,2100,38.8672959466963,1,Ж,1959-09-04,53.1095890410959,53,ЕДРО,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224006146970
Алтайский край,г. Барнаул,2012-10-14,Mixed,9,4591,2012,43.8248747549553,1,М,1967-07-06,45.2739726027397,45,ЕДРО,школьное,школьное,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005163576
Алтайский край,г. Барнаул,2012-10-14,Mixed,20,6020,3366,55.9136212624585,1,М,1980-05-07,32.4383561643836,32,ЕДРО,профессиональное,профессиональное,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224008149832
Алтайский край,г. Барнаул,2012-10-14,Mixed,14,3839,103,2.68299036207346,0,Ж,1990-12-25,21.8032786885246,22,small party,школьное,школьное,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224007131696
Алтайский край,г. Барнаул,2012-10-14,Mixed,15,5068,21,0.414364640883978,0,М,1978-02-27,34.6284153005465,34,small party,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224007132152
Алтайский край,г. Барнаул,2012-10-14,Mixed,18,5672,224,3.94922425952045,0,Ж,1977-03-23,35.5616438356164,35,small party,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422067768&vrn=422422067763&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224008150007
Алтайский край,г. Барнаул,2017-09-10,Mixed,15,4197,999,23.8027162258756,0,М,1957-04-19,60.3945205479452,60,ЛДПР,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224007186232
Алтайский край,г. Барнаул,2017-09-10,Mixed,10,5173,937,18.1132804948772,0,М,1987-11-13,29.8246575342466,30,СПРАВЕДЛИВАЯ РОССИЯ,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224006218112
Алтайский край,г. Барнаул,2017-09-10,Mixed,5,5094,593,11.6411464468002,0,М,1989-03-29,28.4520547945205,28,ЛДПР,профессиональное,профессиональное,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005250677
Алтайский край,г. Барнаул,2017-09-10,Mixed,8,4680,592,12.6495726495726,0,М,1966-03-28,51.4547945205479,51,ЛДПР,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005250712
Алтайский край,г. Барнаул,2017-09-10,Mixed,8,4680,664,14.1880341880342,0,М,1974-03-21,43.4739726027397,43,КПРФ,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005250659
Алтайский край,г. Барнаул,2017-09-10,Mixed,2,4517,286,6.33163604162054,0,Ж,1974-10-31,42.8602739726027,43,ЯБЛОКО,высшее,высшее,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224004190250
Алтайский край,г. Барнаул,2017-09-10,Mixed,3,5406,592,10.9507954125046,0,М,1996-12-14,20.7397260273973,21,КПРФ,школьное,absent_information,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224004189912
Алтайский край,г. Барнаул,2017-09-10,Mixed,14,5054,2905,57.4792243767313,1,Ж,1951-04-27,66.372602739726,66,ЕДРО,высшее,высшее,governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224007186048
Алтайский край,г. Барнаул,2017-09-10,Mixed,5,5094,970,19.0420102080879,0,М,1948-11-15,68.8191780821918,69,КПРФ,высшее,высшее,absent_information,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224005250928
Алтайский край,г. Барнаул,2017-09-10,Mixed,2,4517,2084,46.1368164711091,1,М,1969-09-20,47.972602739726,48,ЕДРО,высшее,высшее,non-governmental,http://www.altai-terr.vybory.izbirkom.ru/region/region/altai-terr?action=show&root=1&tvd=422422089280&vrn=422422089275&region=22&global=&sub_region=0&prver=0&pronetvd=0&cuiknum=null&type=341&vibid=4224004189774
